"","station","year","month","po4f","nh4f","no2f","no3f","no23f","chla_n","po4f_cens","nh4f_cens","no2f_cens","no3f_cens","no23f_cens","chla_n_cens"
"1260","apadbnut",2005,6,0.002,0.0115,0.005,0.228,0.233,2.71,0,0,0,0,0,0
"1261","apadbnut",2005,8,0.0025,0.066,0.002,0.1755,0.1775,3.845,0,0,0,0,0,0
"1262","apadbnut",2005,9,0.001,0.0635,0.002,0.0525,0.0545,1.92,0,0,0,0,0,0
"1263","apadbnut",2005,11,0.001,0.0185,0.002,0.067,0.13725,1.385,1,0,1,0,0,0
"1264","apadbnut",2006,1,0.001,0.0275,0.002,NA,0.0695,5.06,0,0,1,NA,0,0
"1265","apadbnut",2006,2,0.001,0.0235,0.002,0.314,0.316,4,0,0,0,0,0,0
"1266","apadbnut",2006,3,0.001,0.011,0.002,NA,0.2355,8.585,0,0,1,NA,0,0
"1267","apadbnut",2006,4,0.001,0.0655,NA,NA,0.027,4.7,1,0,NA,NA,0,0
"1268","apadbnut",2006,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1269","apadbnut",2006,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1270","apadbnut",2006,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1271","apadbnut",2006,8,0.001,0.0055,NA,NA,0.0095,7.365,1,0,NA,NA,0,0
"1272","apadbnut",2006,9,0.0025,0.006,NA,NA,0.007,8.54,0,1,NA,NA,1,0
"1273","apadbnut",2006,10,0.001,0.01,NA,NA,0.0075,5.255,0,0,NA,NA,1,0
"1274","apadbnut",2006,11,0.0015,0.01075,NA,NA,0.02425,4.4825,0,0,NA,NA,1,0
"1275","apadbnut",2007,1,0.0035,0.021,NA,NA,0.0515,6.65,0,0,NA,NA,0,0
"1276","apadbnut",2007,2,0.001,0.0105,NA,NA,0.22,2.1,1,0,NA,NA,0,0
"1277","apadbnut",2007,3,0.002,0.026,NA,NA,0.011,2,0,0,NA,NA,0,0
"1278","apadbnut",2007,4,0.002,NA,NA,NA,0.0366666666666667,6.53333333333333,1,NA,NA,NA,0,0
"1279","apadbnut",2007,5,0.005,0.016,NA,NA,0.005,NA,0,0,NA,NA,0,NA
"1280","apadbnut",2007,6,0.003,0.016,NA,NA,0.005,15.2,0,0,NA,NA,0,0
"1281","apadbnut",2007,7,0.003,0.037,NA,NA,0.002,5.6,0,0,NA,NA,0,0
"1282","apadbnut",2007,8,0.002,0.009,NA,NA,0.005,5.8,1,0,NA,NA,0,0
"1283","apadbnut",2007,9,0.002,0.028,NA,NA,0.003,11.8,0,0,NA,NA,0,0
"1284","apadbnut",2007,10,0.002,0.03,NA,NA,0.009,11.2,1,0,NA,NA,0,0
"1285","apadbnut",2007,11,0.003,0.034,NA,NA,0.005,2.9,0,0,NA,NA,0,0
"1286","apadbnut",2007,12,0.002,0.036,NA,NA,0.01,3.6,0,0,NA,NA,0,0
"1287","apadbnut",2008,1,0.002,0.031,NA,NA,0.071,0.7,1,0,NA,NA,0,0
"1288","apadbnut",2008,2,0.006,0.042,NA,NA,0.235,3.6,0,0,NA,NA,0,0
"1289","apadbnut",2008,3,0.003,0.067,NA,NA,0.198666666666667,3.63333333333333,0,0,NA,NA,0,0
"1290","apadbnut",2008,4,0.002,0.012,NA,NA,0.037,5.1,1,0,NA,NA,0,0
"1291","apadbnut",2008,5,0.002,0.046,NA,NA,0.0062,9.8,0,0,NA,NA,1,0
"1292","apadbnut",2008,6,0.002,0.031,NA,NA,0.0062,6.1,1,0,NA,NA,1,0
"1293","apadbnut",2008,7,0.002,0.032,NA,NA,0.012,8.5,1,0,NA,NA,0,0
"1294","apadbnut",2008,8,0.002,0.018,NA,NA,0.029,8,1,0,NA,NA,0,0
"1295","apadbnut",2008,9,0.003,0.03,NA,NA,0.048,8.3,0,0,NA,NA,0,0
"1296","apadbnut",2008,10,0.005,0.02,NA,NA,NA,13,0,0,NA,NA,NA,0
"1297","apadbnut",2008,11,0.002,0.024,NA,NA,0.131,9.8,1,0,NA,NA,0,0
"1298","apadbnut",2008,12,NA,0.024,NA,NA,0.083,3.8,NA,0,NA,NA,0,0
"1299","apadbnut",2009,1,0.002,0.014,NA,NA,0.374,5.1,1,0,NA,NA,0,0
"1300","apadbnut",2009,2,0.002,0.0276666666666667,NA,NA,0.324333333333333,3.03333333333333,1,0,NA,NA,0,0
"1301","apadbnut",2009,3,0.002,0.012,NA,NA,0.165,3.6,1,0,NA,NA,0,0
"1302","apadbnut",2009,4,0.01,0.174,NA,NA,0.203,2.2,0,0,NA,NA,0,0
"1303","apadbnut",2009,5,0.001,0.0193,NA,NA,0.008,8.7,0,1,NA,NA,0,0
"1304","apadbnut",2009,6,0.001,0.0193,NA,NA,0.004,7.6,1,1,NA,NA,0,0
"1305","apadbnut",2009,7,0.001,0.0193,NA,NA,0.014,11.2,1,1,NA,NA,0,0
"1306","apadbnut",2009,8,0.001,0.0193,NA,NA,0.00533333333333333,8.1,1,1,NA,NA,0,0
"1307","apadbnut",2009,9,0.004,0.025,NA,NA,0.098,9.4,0,0,NA,NA,0,0
"1308","apadbnut",2009,10,0.001,0.0193,NA,NA,0.043,11.4,1,1,NA,NA,0,0
"1309","apadbnut",2009,11,0.001,0.045,NA,NA,0.132,9.4,1,0,NA,NA,0,0
"1310","apadbnut",2009,12,0.008,0.036,NA,NA,0.27,2.7,0,0,NA,NA,0,0
"1311","apadbnut",2010,1,0.002,0.149,NA,NA,NA,4.2,1,0,NA,NA,NA,0
"1312","apadbnut",2010,2,0.007,0.045,NA,NA,0.37,3.8,0,0,NA,NA,0,0
"1313","apadbnut",2010,3,0.002,0.064,NA,NA,0.257,5.8,1,0,NA,NA,0,0
"1314","apadbnut",2010,4,0.002,0.0177,NA,NA,0.326,5.6,1,1,NA,NA,0,0
"1315","apadbnut",2010,5,0.002,0.0177,NA,NA,0.4,5.8,1,1,NA,NA,0,0
"1316","apadbnut",2010,6,0.002,0.0177,NA,NA,0.026,10.5,1,1,NA,NA,0,0
"1317","apadbnut",2010,7,0.002,0.0177,NA,NA,0.003,7.8,1,1,NA,NA,0,0
"1318","apadbnut",2010,8,0.002,0.019,NA,NA,0.003,11.4,1,0,NA,NA,0,0
"1319","apadbnut",2010,9,0.002,0.09,NA,NA,0.004,13.4,1,0,NA,NA,0,0
"1320","apadbnut",2010,10,0.003,0.0177,NA,NA,0.027,4.5,0,1,NA,NA,0,0
"1321","apadbnut",2010,11,0.002,0.191,NA,NA,0.04,NA,0,0,NA,NA,0,NA
"1322","apadbnut",2010,12,0.004,0.193,NA,NA,0.008,7.2,0,0,NA,NA,0,0
"1323","apadbnut",2011,1,0.003,0.072,NA,NA,0.067,13.4,1,0,NA,NA,0,0
"1324","apadbnut",2011,2,0.003,0.015,NA,NA,0.372,6.7,0,1,NA,NA,0,0
"1325","apadbnut",2011,3,0.003,0.015,NA,NA,0.285,14.7,1,1,NA,NA,0,0
"1326","apadbnut",2011,4,0.003,0.025,NA,NA,0.263,5.8,1,0,NA,NA,0,0
"1327","apadbnut",2011,5,0.004,0.05,NA,NA,0.006,8.5,0,0,NA,NA,0,0
"1328","apadbnut",2011,6,0.003,0.015,NA,NA,0.005,10.3,1,1,NA,NA,0,0
"1329","apadbnut",2011,7,0.003,0.023,NA,NA,0.003,10,0,0,NA,NA,0,0
"1330","apadbnut",2011,8,0.00333333333333333,0.032,NA,NA,0.00333333333333333,11.7333333333333,1,1,NA,NA,1,0
"1331","apadbnut",2011,9,0.003,0.015,NA,NA,0.029,7.4,1,1,NA,NA,0,0
"1332","apadbnut",2011,10,0.003,0.015,NA,NA,0.01,11.8,0,1,NA,NA,0,0
"1333","apadbnut",2011,11,0.004,0.028,NA,NA,0.014,11.2,0,0,NA,NA,0,0
"1334","apadbnut",2011,12,0.007,0.021,NA,NA,0.036,11.4,0,0,NA,NA,0,0
"1335","apadbnut",2012,1,0.003,0.044,NA,NA,0.12,4.02,1,0,NA,NA,0,0
"1336","apadbnut",2012,2,0.005,0.022,NA,NA,0.168,4.24,0,0,NA,NA,0,0
"1337","apadbnut",2012,3,0.003,0.073,NA,NA,0.005,8.27,1,0,NA,NA,0,0
"1338","apadbnut",2012,4,0.003,0.0353333333333333,NA,NA,0.00433333333333333,5.06666666666667,1,1,NA,NA,0,0
"1339","apadbnut",2012,5,0.003,0.013,NA,NA,0.0024,5.81,1,1,NA,NA,1,0
"1340","apadbnut",2012,6,0.003,0.015,NA,NA,0.011,6.03,1,0,NA,NA,0,0
"1341","apadbnut",2012,7,0.004,0.02,NA,NA,0.008,3.13,0,0,NA,NA,0,0
"1342","apadbnut",2012,8,0.003,0.013,NA,NA,0.0024,5.14,1,1,NA,NA,1,0
"1343","apadbnut",2012,9,0.003,0.019,NA,NA,0.005,8.71,1,0,NA,NA,0,0
"1344","apadbnut",2012,10,0.003,0.013,NA,NA,0.0024,8.94,1,1,NA,NA,1,0
"1345","apadbnut",2012,11,0.003,0.03625,NA,NA,0.0095,4.3,1,0,NA,NA,0,0
"1346","apadbnut",2013,1,0.003,0.013,NA,NA,0.161,10.72,1,1,NA,NA,0,0
"1347","apadbnut",2013,2,0.005,0.013,NA,NA,0.00333333333333333,5.81,0,1,NA,NA,1,0
"1348","apadbnut",2013,3,0.004,0.09,NA,NA,0.24,3.35,0,0,NA,NA,0,0
"1349","apadbnut",2013,4,0.003,0.071,NA,NA,0.0906666666666667,8.34,1,0,NA,NA,0,0
"1350","apadbnut",2013,5,0.003,0.085,NA,NA,0.002,3.35,1,0,NA,NA,1,0
"1351","apadbnut",2013,6,0.003,0.016,NA,NA,0.005,8.71,1,0,NA,NA,0,0
"1352","apadbnut",2013,7,0.005,0.027,NA,NA,0.18,11,0,0,NA,NA,0,0
"1353","apadbnut",2013,8,0.004,0.009,NA,NA,0.015,13,0,0,NA,NA,0,0
"1354","apadbnut",2013,9,0.008,0.036,NA,NA,0.19,5.5,0,0,NA,NA,0,0
"1355","apadbnut",2013,10,0.0045,0.026,NA,NA,0.13,6.2,0,0,NA,NA,0,0
"1356","apadbnut",2013,12,0.004,0.008,NA,NA,0.21,2.4,0,0,NA,NA,0,0
"1357","apadbnut",2014,1,0.004,0.028,NA,NA,0.33,6.6,1,0,NA,NA,0,0
"1358","apadbnut",2014,2,0.004,0.009,NA,NA,0.11,15,1,0,NA,NA,0,0
"1359","apadbnut",2014,3,0.004,0.022,NA,NA,0.28,NA,1,0,NA,NA,0,NA
"1360","apadbnut",2014,4,0.005,0.037,NA,NA,0.34,5.3,0,0,NA,NA,0,0
"1361","apadbnut",2014,5,0.005,0.036,NA,NA,0.32,8.1,0,0,NA,NA,0,0
"1362","apadbnut",2014,6,0.004,0.011,NA,NA,0.004,9.3,1,0,NA,NA,1,0
"1363","apadbnut",2014,7,0.004,0.0106666666666667,NA,NA,0.0146666666666667,11,1,0,NA,NA,1,0
"1364","apadbnut",2014,8,0.004,0.013,NA,NA,0.005,8.9,1,0,NA,NA,0,0
"1365","apadbnut",2014,9,0.004,0.012,NA,NA,0.006,11,1,0,NA,NA,0,0
"1366","apadbnut",2014,10,0.007,0.006,NA,NA,0.0245,10.7,1,0,NA,NA,1,0
"1367","apadbnut",2014,12,0.004,0.019,NA,NA,0.14,7.2,1,0,NA,NA,0,0
"1368","apadbnut",2015,1,0.004,0.038,NA,NA,0.16,4.6,0,0,NA,NA,0,0
"1369","apadbnut",2015,2,0.004,0.008,NA,NA,0.22,3.4,1,0,NA,NA,0,0
"1370","apadbnut",2015,3,0.004,0.017,NA,NA,0.37,10,1,0,NA,NA,0,0
"1371","apadbnut",2015,4,0.006,0.014,NA,NA,0.26,23,0,0,NA,NA,0,0
"1372","apadbnut",2015,5,0.005,0.015,NA,NA,0.28,13,0,0,NA,NA,0,0
"1373","apadbnut",2015,6,0.004,0.005,NA,NA,0.012,13,1,0,NA,NA,0,0
"1374","apadbnut",2015,7,0.004,0.008,NA,NA,0.004,9.6,1,0,NA,NA,1,0
"1375","apadbnut",2015,8,0.004,0.01,NA,NA,0.004,NA,1,0,NA,NA,1,NA
"1376","apadbnut",2015,9,0.004,0.005,NA,NA,0.004,13,0,0,NA,NA,1,0
"1377","apadbnut",2015,10,0.004,0.016,NA,NA,0.086,7.8,1,0,NA,NA,0,0
"1378","apadbnut",2015,11,0.004,0.021,NA,NA,0.009,2.73333333333333,1,0,NA,NA,0,0
"1379","apadbnut",2015,12,0.004,0.006,NA,NA,0.17,3.4,0,0,NA,NA,0,0
"1380","apadbnut",2016,1,0.008,0.029,NA,NA,0.21,1.7,0,0,NA,NA,0,0
"1381","apadbnut",2016,2,0.004,0.014,NA,NA,0.24,9.3,0,0,NA,NA,0,0
"1382","apadbnut",2016,3,0.004,0.006,NA,NA,0.346666666666667,2.6,1,0,NA,NA,0,0
"1383","apadbnut",2016,4,0.004,0.015,NA,NA,0.13,7.9,1,0,NA,NA,0,0
"1384","apadbnut",2016,5,0.004,0.013,NA,NA,0.11,8.4,1,0,NA,NA,0,0
"1385","apadbnut",2016,6,0.004,0.005,NA,NA,0.004,8.5,1,0,NA,NA,1,0
"1386","apadbnut",2016,7,0.004,0.008,NA,NA,0.004,5.3,1,0,NA,NA,1,0
"1387","apadbnut",2016,8,0.004,0.005,NA,NA,0.004,10,1,0,NA,NA,1,0
"1388","apadbnut",2016,9,0.006,0.026,NA,NA,0.051,8.1,0,0,NA,NA,0,0
"1389","apadbnut",2016,10,0.004,0.008,NA,NA,0.005,10,1,0,NA,NA,0,0
"1390","apadbnut",2016,11,0.004,0.01,NA,NA,0.005,4.9,1,0,NA,NA,0,0
"1391","apadbnut",2016,12,0.004,0.012,NA,NA,0.004,4.1,1,0,NA,NA,1,0
"1392","apadbnut",2017,1,0.004,0.008,NA,NA,0.004,9.6,1,0,NA,NA,1,0
"1393","apadbnut",2017,2,0.004,0.02,NA,NA,0.205,9.9,1,0,NA,NA,0,0
"1394","apadbnut",2017,4,0.005,0.005,NA,NA,0.045,18,0,0,NA,NA,0,0
"1395","apadbnut",2017,5,0.004,0.003,NA,NA,0.033,11,1,0,NA,NA,0,0
"1396","apadbnut",2017,6,0.004,0.022,NA,NA,0.089,10,1,0,NA,NA,0,0
"1397","apadbnut",2017,7,0.004,0.009,NA,NA,0.004,6.7,1,0,NA,NA,1,0
"1398","apadbnut",2017,8,0.004,0.004,NA,NA,0.009,13,1,0,NA,NA,0,0
"1399","apadbnut",2017,9,0.004,0.003,NA,NA,0.004,11,1,0,NA,NA,1,0
"1400","apadbnut",2017,10,0.004,0.01,NA,NA,0.021,5.7,1,0,NA,NA,0,0
"1401","apadbnut",2017,11,0.00425,0.01075,NA,NA,0.089,4.7,1,0,NA,NA,0,0
"1402","apadbnut",2018,1,0.005,0.005,NA,NA,0.1,10,0,0,NA,NA,0,0
"1403","apadbnut",2018,2,0.004,0.005,NA,NA,0.19,8.1,1,0,NA,NA,0,0
"1404","apadbnut",2018,3,0.004,0.0143333333333333,NA,NA,0.00433333333333333,7.26666666666667,1,0,NA,NA,1,0
"1405","apadbnut",2018,4,0.004,0.004,NA,NA,0.004,13,1,0,NA,NA,1,0
"1406","apadbnut",2018,5,0.004,0.002,NA,NA,0.004,12,1,0,NA,NA,1,0
"1407","apadbnut",2018,6,0.004,0.005,NA,NA,0.004,9.5,0,0,NA,NA,1,0
"1408","apadbnut",2018,7,0.004,0.016,NA,NA,0.005,18,1,0,NA,NA,0,0
"1409","apadbnut",2018,8,0.004,0.006,NA,NA,0.008,15,1,0,NA,NA,0,0
"1410","apadbnut",2018,9,0.004,0.005,NA,NA,0.005,12,1,0,NA,NA,0,0
"1411","apadbnut",2018,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1412","apadbnut",2018,11,0.004,0.0115,NA,NA,0.0565,14,1,0,NA,NA,0,0
"1413","apadbnut",2019,1,0.008,0.026,NA,NA,0.42,2,0,0,NA,NA,0,0
"1414","apadbnut",2019,2,0.005,0.017,NA,NA,0.45,4.4,0,0,NA,NA,0,0
"1415","apadbnut",2019,3,6.2,0.006,NA,NA,0.004,5.2,0,0,NA,NA,1,0
"1416","apadbnut",2019,4,0.004,0.029,NA,NA,0.23,8.3,1,0,NA,NA,0,0
"1417","apadbnut",2019,5,0.004,0.00333333333333333,NA,NA,0.00533333333333333,20,1,0,NA,NA,0,0
"1418","apadbnut",2019,6,0.004,0.006,NA,NA,0.004,10,1,0,NA,NA,1,0
"1419","apadbnut",2019,7,0.004,0.004,NA,NA,0.004,13,1,0,NA,NA,1,0
"1420","apadbnut",2019,8,0.004,0.013,NA,NA,0.004,11,1,0,NA,NA,1,0
"1421","apadbnut",2019,9,0.00433333333333333,0.00566666666666667,NA,NA,0.004,17.3333333333333,1,0,NA,NA,1,0
"1422","apadbnut",2019,10,0.004,0.003,NA,NA,0.004,7.9,1,0,NA,NA,1,0
"1423","apadbnut",2019,11,0.004,0.007,NA,NA,0.079,14,1,0,NA,NA,0,0
"1424","apadbnut",2019,12,0.004,0.004,NA,NA,0.004,5.6,1,0,NA,NA,1,0
"1425","apadbnut",2020,1,0.004,0.005,NA,NA,0.005,10,1,0,NA,NA,0,0
"1426","apadbnut",2020,2,0.005,0.005,NA,NA,0.032,NA,0,0,NA,NA,0,NA
"1427","apadbnut",2020,3,0.007,0.0055,NA,NA,0.266666666666667,10.3,0,0,NA,NA,0,0
"1428","apadbnut",2020,5,NA,0.005,NA,NA,0.072,NA,NA,0,NA,NA,0,NA
"1429","apadbnut",2020,7,0.004,0.00333333333333333,NA,NA,0.004,7.03333333333333,1,0,NA,NA,1,0
"1430","apadbnut",2020,8,0.005,0.004,NA,NA,0.004,19,0,0,NA,NA,1,0
"1431","apadbnut",2020,9,0.00475,0.01575,NA,NA,0.0275,4.9,0,0,NA,NA,1,0
"1432","apadbnut",2020,11,0.005,0.004,NA,NA,0.17,3.3,0,0,NA,NA,0,0
"1433","apadbnut",2021,1,0.004,0.004,NA,NA,0.32,4.8,0,0,NA,NA,0,0
"1434","apadbnut",2021,2,0.004,0.004,NA,NA,0.004,19,1,0,NA,NA,1,0
"1435","apadbnut",2021,3,0.004,0.018,NA,NA,0.29,6.5,1,0,NA,NA,0,0
"1436","apadbnut",2021,4,0.004,0.012,NA,NA,0.13,11,1,0,NA,NA,0,0
"1437","apadbnut",2021,5,0.004,0.007,NA,NA,0.18,16,1,0,NA,NA,0,0
"1438","apadbnut",2021,6,0.005,0.009,NA,NA,0.079,25,0,0,NA,NA,0,0
"1439","apadbnut",2021,7,0.00433333333333333,0.05,NA,NA,0.00766666666666667,25,1,0,NA,NA,0,0
"1440","apadbnut",2021,8,0.004,0.004,NA,NA,0.007,11,1,0,NA,NA,0,0
"1441","apadbnut",2021,9,0.004,0.022,NA,NA,0.076,19,1,0,NA,NA,0,0
"1442","apadbnut",2021,10,0.004,0.042,NA,NA,0.1,18,1,0,NA,NA,0,0
"1443","apadbnut",2021,11,0.004,0.005,NA,NA,0.069,10.3,1,0,NA,NA,0,0
"1444","apadbnut",2022,2,0.004,0.011,NA,NA,0.16,28,1,0,NA,NA,0,0
"1445","apadbnut",2022,3,0.004,0.00533333333333333,NA,NA,0.012,21,1,0,NA,NA,0,0
"1446","apadbnut",2022,4,0.004,0.016,NA,NA,0.15,19,1,0,NA,NA,0,0
"1447","apadbnut",2022,5,0.004,0.004,NA,NA,0.116,16.25,1,0,NA,NA,0,0
"1448","apadbnut",2022,6,0.004,0.002,NA,NA,0.005,22,1,0,NA,NA,0,0
"1449","apadbnut",2022,8,0.004,0.004,NA,NA,0.005,12,1,0,NA,NA,0,0
"1450","apadbnut",2022,9,0.004,0.006,NA,NA,0.005,12,1,0,NA,NA,0,0
"1451","apadbnut",2022,10,0.004,0.005,NA,NA,0.004,21,1,0,NA,NA,1,0
"1452","apadbnut",2022,11,0.004,0.005,NA,NA,0.004,12,0,0,NA,NA,1,0
"1453","apadbnut",2022,12,0.005,0.015,NA,NA,0.15,15,0,0,NA,NA,0,0
"1454","apaebnut",2002,4,0.00766666666666667,0.0543333333333333,0.002,NA,0.0333333333333333,12.6333333333333,0,0,1,NA,0,0
"1455","apaebnut",2002,6,0.021,0.019,0.002,NA,0.018,10.5,0,0,1,NA,0,0
"1456","apaebnut",2002,7,0.028,0.0475,0.002,NA,0.0185,15.55,0,0,1,NA,0,0
"1457","apaebnut",2002,8,0.012,0.143,0.002,NA,0.008,24.5,0,0,1,NA,0,0
"1458","apaebnut",2002,9,0.025,0.004,0.002,NA,0.007,23.5,0,1,1,NA,1,0
"1459","apaebnut",2002,10,0.01,0.092,0.007,0.009,0.016,22.4,0,0,0,0,0,0
"1460","apaebnut",2002,11,0.006,0.086,0.014,0.063,0.077,16,0,0,0,0,0,0
"1461","apaebnut",2002,12,0.0195,0.07,0.0045,0.108,0.1125,9.9,0,0,0,0,0,0
"1462","apaebnut",2003,1,0.0215,0.0585,0.004,0.086,0.09,9.8255,0,0,0,0,0,0
"1463","apaebnut",2003,2,0.004,0.0385,0.003,0.135,0.138,23.1835,0,0,0,0,0,0
"1464","apaebnut",2003,3,0.0635,0.034,0.0035,NA,0.0085,0.7475,0,0,0,NA,0,0
"1465","apaebnut",2003,4,0.0865,0.124,0.0045,0.2215,0.226,11.8545,0,0,0,0,0,0
"1466","apaebnut",2003,5,0.002,0.056,0.006,0.0575,0.0635,14.418,0,0,0,0,0,0
"1467","apaebnut",2003,6,0.001,0.039,0.002,NA,0.103,12.1755,0,0,1,NA,0,0
"1468","apaebnut",2003,7,0.001,0.0315,0.003,0.018,0.021,0.641,1,0,0,0,0,0
"1469","apaebnut",2003,8,0.001,0.032,0.002,NA,0.066,1.922,0,0,1,NA,0,0
"1470","apaebnut",2003,9,0.002,0.171,0.008,0.1405,0.1485,4.4855,0,0,0,0,0,0
"1471","apaebnut",2003,10,0.0035,0.0145,0.002,NA,0.0605,10.8935,0,0,1,NA,0,0
"1472","apaebnut",2003,11,0.002,0.0075,0.002,0.013,0.0185,8.651,0,0,1,0,0,0
"1473","apaebnut",2003,12,0.001,0.004,0.002,0.026,0.028,8.01,0,1,0,0,0,0
"1474","apaebnut",2004,1,0.001,0.004,0.002,0.0235,0.0255,14.85,1,1,0,0,0,0
"1475","apaebnut",2004,2,0.001,0.0055,0.002,NA,0.0855,11.85,0,0,1,NA,0,0
"1476","apaebnut",2004,3,0.002,0.098,0.002,NA,0.102,16.35,0,0,1,NA,0,0
"1477","apaebnut",2004,4,0.001,0.016,0.002,NA,0.0085,15.4,1,0,1,NA,1,0
"1478","apaebnut",2004,5,0.0015,0.0275,0.002,NA,0.0325,21.15,0,0,1,NA,0,0
"1479","apaebnut",2004,6,0.028,0.0705,0.002,NA,0.0445,10.9,0,0,1,NA,0,0
"1480","apaebnut",2004,7,0.001,0.007,0.002,NA,0.007,9.9,0,0,1,NA,1,0
"1481","apaebnut",2004,8,0.001,0.004,0.002,NA,0.0115,14.1,1,1,1,NA,0,0
"1482","apaebnut",2004,9,0.004,0.1115,0.014,0.037,0.051,5.75,0,0,0,0,0,0
"1483","apaebnut",2004,10,NA,0.038,0.0035,0.0225,0.026,6.4,NA,0,0,0,0,0
"1484","apaebnut",2004,11,0.005,0.0275,0.0075,0.0655,0.073,9.125,0,0,0,0,0,0
"1485","apaebnut",2005,1,0.0185,0.038,0.01,0.0455,0.0555,0.64,0,0,0,0,0,0
"1486","apaebnut",2005,2,0.002,0.0225,0.0115,0.0445,0.056,3.2,0,0,0,0,0,0
"1487","apaebnut",2005,3,0.001,0.004,0.01,0.1045,0.1145,1.15,0,0,0,0,0,0
"1488","apaebnut",2005,4,0.006,0.0895,NA,NA,NA,1.375,0,0,NA,NA,NA,0
"1489","apaebnut",2005,5,0.0085,0.085,0.0095,0.089,0.0985,1.345,0,0,0,0,0,0
"1490","apaebnut",2005,6,0.0015,0.0685,0.0045,0.105,0.1095,2.13,0,0,0,0,0,0
"1491","apaebnut",2005,7,0.001,0.059,0.0045,0.1365,0.141,3.52,0,0,0,0,0,0
"1492","apaebnut",2005,8,0.0015,0.0975,0.003,0.025,0.0185,1.92,0,0,0,0,0,0
"1493","apaebnut",2005,9,0.0015,0.1115,NA,NA,NA,2.88,0,0,NA,NA,NA,0
"1494","apaebnut",2005,10,0.001,0.0355,0.004,NA,0.0075,1.92,0,0,0,NA,1,0
"1495","apaebnut",2005,11,0.0015,0.026,0.002,0.2475,0.2495,2.88,0,0,0,0,0,0
"1496","apaebnut",2006,1,0.001,0.0295,0.00275,0.36925,0.372,7.5125,0,0,0,0,0,0
"1497","apaebnut",2006,3,0.001,0.0245,0.0045,0.1685,0.173,7.4,0,0,0,0,0,0
"1498","apaebnut",2006,4,0.003,0.062,NA,NA,0.033,12.835,0,0,NA,NA,0,0
"1499","apaebnut",2006,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1500","apaebnut",2006,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501","apaebnut",2006,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1502","apaebnut",2006,8,0.003,0.0185,NA,NA,0.0075,12.655,0,0,NA,NA,0,0
"1503","apaebnut",2006,9,0.002,0.0235,NA,NA,0.007,13.97,0,0,NA,NA,1,0
"1504","apaebnut",2006,10,0.003,0.01,NA,NA,0.007,18.39,0,0,NA,NA,1,0
"1505","apaebnut",2006,11,0.0035,0.008,NA,NA,0.007,10.96,0,0,NA,NA,1,0
"1506","apaebnut",2007,1,0.009,0.0435,NA,NA,0.012,4.15,0,0,NA,NA,0,0
"1507","apaebnut",2007,2,0.005,0.0195,NA,NA,0.084,8.55,0,0,NA,NA,0,0
"1508","apaebnut",2007,3,0.006,0.034,NA,NA,0.041,19.2,0,0,NA,NA,0,0
"1509","apaebnut",2007,4,0.002,0.018,NA,NA,0.117,30.8,1,0,NA,NA,0,0
"1510","apaebnut",2007,5,0.002,0.008,NA,NA,0.005,27.9,1,1,NA,NA,0,0
"1511","apaebnut",2007,6,0.002,0.0553333333333333,NA,NA,0.055,22.7333333333333,1,0,NA,NA,0,0
"1512","apaebnut",2007,7,0.002,0.029,NA,NA,0.0014,19.4,1,0,NA,NA,1,0
"1513","apaebnut",2007,8,0.002,0.01,NA,NA,0.006,16.8,1,0,NA,NA,0,0
"1514","apaebnut",2007,9,0.002,0.027,NA,NA,0.0014,26.8,1,0,NA,NA,1,0
"1515","apaebnut",2007,10,0.002,0.008,NA,NA,0.003,14.3,0,0,NA,NA,0,0
"1516","apaebnut",2007,11,0.002,0.02,NA,NA,0.0014,9.2,1,0,NA,NA,1,0
"1517","apaebnut",2007,12,0.002,0.008,NA,NA,0.006,10.9,1,1,NA,NA,0,0
"1518","apaebnut",2008,1,0.002,0.013,NA,NA,0.02,0.7,1,0,NA,NA,0,0
"1519","apaebnut",2008,2,0.002,0.094,NA,NA,0.173,7.4,1,0,NA,NA,0,0
"1520","apaebnut",2008,3,0.004,0.074,NA,NA,0.04,11.6,0,0,NA,NA,0,0
"1521","apaebnut",2008,4,0.002,0.013,NA,NA,0.1,21.7,0,0,NA,NA,0,0
"1522","apaebnut",2008,5,0.002,0.0566666666666667,NA,NA,0.0903333333333333,27.9333333333333,1,0,NA,NA,0,0
"1523","apaebnut",2008,6,0.002,0.058,NA,NA,0.0062,13.8,1,0,NA,NA,1,0
"1524","apaebnut",2008,7,0.002,0.026,NA,NA,0.0062,22.3,0,0,NA,NA,1,0
"1525","apaebnut",2008,8,0.002,0.025,NA,NA,0.0062,18.8,1,0,NA,NA,1,0
"1526","apaebnut",2008,9,0.003,NA,NA,NA,0.052,15.9,0,NA,NA,NA,0,0
"1527","apaebnut",2008,10,0.004,0.019,NA,NA,NA,15.2,0,0,NA,NA,NA,0
