"","station","year","month","atemp_nValid","atemp_min","atemp_median","atemp_max","atemp_mean","atemp_sd","atemp_iqr","rh_nValid","rh_min","rh_median","rh_max","rh_mean","rh_sd","rh_iqr","bp_nValid","bp_min","bp_median","bp_max","bp_mean","bp_sd","bp_iqr","wspd_nValid","wspd_min","wspd_median","wspd_max","wspd_mean","wspd_sd","wspd_iqr","maxwspd_nValid","maxwspd_min","maxwspd_median","maxwspd_max","maxwspd_mean","maxwspd_sd","maxwspd_iqr","wdir_nValid","wdir_min","wdir_median","wdir_max","wdir_mean","wdir_sd","wdir_iqr","totprcp_nValid","totprcp_total","dailyPAR_nValid","dailyPAR_min","dailyPAR_median","dailyPAR_max","dailyPAR_mean","dailyPAR_sd","dailyPAR_iqr"
"309","apaebmet",2006,9,2880,14.1,25.3,32.2,25.1994444444444,3.26664700747606,3.9,2877,28,81,96,77.0792492179354,14.7527599452036,19,2880,1008,1014,1019,1014.39270833333,1.92268471800111,3,2880,0,2.1,8.3,2.22319444444444,1.20262111145834,1.7,2880,0,3.2,13.5,3.45319444444444,1.81933296151058,2.7,2880,0,164,360,170.60625,120.359758696777,238,2880,82.5,30,5563.5,43257.35,52880.5,37811.24,12062.9414187191,13380.9
"310","apaebmet",2006,10,2976,6.5,22,31.5,21.0383064516129,4.97634920903442,7.1,2976,23,76,99,72.5913978494624,15.6109543502642,20,2976,1005,1017,1024,1015.97681451613,4.07449126387156,6,2976,0,2.5,9.1,2.78202284946237,1.59383562751777,1.9,2976,0,3.8,14.7,4.20940860215054,2.38744450833587,3.1,2976,0,133,360,158.810819892473,123.19228734398,240,2976,76.5,31,11841.3,36546.7,43121.2,33011.2838709677,9507.36004865342,10760.7
"311","apaebmet",2006,11,2880,2.2,15.9,26.4,15.4216666666667,5.2582262582661,8.7,2880,23,78,96,74.4357638888889,15.6896803751449,25,2880,1001,1019,1028,1017.85833333333,5.28730645855355,7,2880,0,2.9,7.8,3.08916666666667,1.52902246251155,2.4,2880,0,4.5,15.3,4.66881944444444,2.37281553337797,3.8,2880,0,122,360,169.488541666667,127.635097734236,261.25,2880,85.9,30,15789.7,28812.8,34850.4,27835.3566666667,5266.89851055356,7552.30000000001
"312","apaebmet",2006,12,2971,-1.8,15.3,23.9,14.3732413328846,5.38556502780115,6.6,2971,20,82,99,77.6169639851902,17.0009516966245,25,2971,1007,1022,1034,1022.10838101649,5.05708494946354,6,2971,0,2.6,10.2,2.88448333894312,1.66704588432539,2.5,2971,0,3.9,14,4.3265567149108,2.50000637542578,3.8,2971,0,87,360,120.571861326153,109.02416160654,143,2971,187.4,31,6020.3,22569.7,30461.1,21000.6709677419,7211.24220931889,8999.4
"313","apaebmet",2007,1,2975,-1.7,12.9,24.4,12.9285042016807,5.02748942453576,7.9,2975,20,82,97,77.1183193277311,17.2370664514273,25,2975,1007,1022,1031,1021.8581512605,4.48190488101345,6,2975,0,2.6,8.5,2.77021848739496,1.29592260031472,1.8,0,NA,NA,NA,NA,NA,NA,2975,0,95,360,134.459495798319,121.215935070482,196,2975,86.9,31,6231,21879.9,34778.4,21018.035483871,8400.54139396378,14573.6
"314","apaebmet",2007,2,2688,-1.9,12.5,26.5,12.2037574404762,5.59467528398683,8.625,2637,18,76,97,72.6632536973834,19.0516326759374,29,2688,1002,1019,1032,1018.87983630952,5.9662300847879,8,2688,0,2.5,9.2,2.72630208333333,1.54340384808986,2.1,0,NA,NA,NA,NA,NA,NA,2688,0,196,360,187.848586309524,123.631310439399,256,2688,108.2,28,12569.6,33831.3,41941.9,30948.1821428571,9172.82935849347,14666.975
"315","apaebmet",2007,3,2975,2.5,18.3,25.7,17.3028907563025,4.64615796543517,6.35,2910,17,76,100,72.3367697594502,19.697715303733,29,2976,1003,1022,1029,1021.0436827957,5.0974477461661,6,2976,0,2.6,9,2.86441532258065,1.60828543629296,2.3,0,NA,NA,NA,NA,NA,NA,2976,0,147,360,164.040658602151,112.571393712865,174,2971,28.8,31,14727.3,43933.1,48853.7,41800.1935483871,7685.51796315362,8656.24999999999
"316","apaebmet",2007,4,2880,4.7,19.2,29,18.4135069444444,5.16309359364205,7.3,2711,15,75,100,70.682405016599,21.7206650010606,34,2880,1000,1017,1027,1016.08125,4.77085147463046,6,2880,0,3,14.3,3.18829861111111,1.53739489774754,2.1,0,NA,NA,NA,NA,NA,NA,2880,0,189,360,195.177777777778,115.014810918995,207,2880,44.9,30,10487.9,49904.45,55659.2,44374.0833333333,13455.1499915545,12998.025
"317","apaebmet",2007,5,2976,10.4,23.6,32.4,23.1782258064516,3.56416567875751,5,2913,16,73,100,69.7974596635771,17.268628470691,25,2976,1010,1017,1025,1016.87869623656,3.26680319884221,5,2976,0,2.9,9,3.13991935483871,1.74403353416271,2.8,0,NA,NA,NA,NA,NA,NA,2976,0,119,360,150.711693548387,108.161846723992,155,2976,14.5,31,30640,52485,57675.1,50562.9032258065,6246.2273749565,7616.3
"318","apaebmet",2007,6,2880,16.8,25.6,34,25.9525347222222,2.99995840520706,4.5,2857,37,84,100,81.8386419320966,12.7519237568119,20,2880,1006,1015,1024,1014.88611111111,3.44129774932788,4,2880,0,2.5,8.5,2.81236111111111,1.55328646246333,2.3,0,NA,NA,NA,NA,NA,NA,2880,0,190,360,178.542361111111,108.966184327204,191,2880,13.4,30,18006.9,48125.75,60003.2,45934.6966666667,11669.9235517244,14033.95
"319","apaebmet",2007,7,2976,21.8,27,34.2,27.2839045698925,2.94778190525929,4.8,2936,46,84,100,81.70810626703,13.3224311243602,23,2976,1010,1016,1021,1015.50369623656,2.23011921461482,3,2976,0,2.2,9.4,2.57936827956989,1.59889176034507,2.2,0,NA,NA,NA,NA,NA,NA,2976,0,233,360,202.009072580645,109.27136947329,180,2976,178.1,31,15425.6,48315,59877.4,44531.3838709677,11487.6187000062,14089.8
"320","apaebmet",2007,8,2976,22.8,27.5,34.1,27.958501344086,2.87699568533628,5.3,2965,40,85,100,83.1524451939292,12.7615034340082,23,2976,1009,1015,1020,1014.8998655914,2.26972474148217,4,2976,0,1.9,7.8,2.23783602150538,1.30452601443808,1.7,0,NA,NA,NA,NA,NA,NA,2976,0,186.5,360,176.698588709677,112.311850709408,213,2976,57.3,31,13976.8,44372.8,53563.4,41973.0193548387,9779.98904407769,12865.35
"321","apaebmet",2007,9,2880,17.7,25.8,32.1,26.0700347222222,2.85942036432428,4.6,2848,39,82,100,80.8855337078652,13.8595833985224,23.25,2880,1006,1016,1024,1015.76736111111,2.71131138536836,2,2880,0,2.75,8.8,2.95555555555556,1.52308975458601,2.3,0,NA,NA,NA,NA,NA,NA,2880,0,79,360,116.373263888889,103.187897457848,127,2880,129.8,30,16766,42241.7,50884.4,39239.3933333333,9136.33338670703,7671.05
"322","apaebmet",2007,10,2976,11.2,23.5,30.5,22.5472446236559,4.08712417256778,5.7,2963,28,83,100,81.0583867701654,14.3774114213648,21,2976,1008,1015,1025,1015.04065860215,3.83088204553073,5,2976,0,3.3,8.3,3.3778561827957,1.42376123038886,2.1,0,NA,NA,NA,NA,NA,NA,2976,0,62,360,100.61189516129,95.5652036440733,78,2976,133.1,31,7645.9,31728.4,41525.5,29664.5935483871,9603.70397565215,12736.25
"323","apaebmet",2007,11,2880,2.8,15.8,27.6,15.54875,5.25968814491218,7.6,2741,23,82,100,76.9398029916089,19.7058021346859,30,2880,1012,1020,1027,1020.06076388889,2.74215330814136,4,2880,0,2.5,9.7,2.61940972222222,1.36797909078306,1.9,0,NA,NA,NA,NA,NA,NA,2880,0,63,360,122.547222222222,126.432036856381,196,2880,88.4,30,9652.2,28813.25,34149.4,27563.55,5489.12907341913,3403.75
"324","apaebmet",2007,12,2976,0.4,16.5,25.1,14.8737231182796,5.65101746316759,8.5,2252,27,89,100,82.164298401421,17.4558045675786,25,2976,1006,1020,1029,1019.73487903226,4.50030137390265,6,2976,0,2.4,10.8,2.54314516129032,1.34786231764393,1.8,0,NA,NA,NA,NA,NA,NA,2976,0,90,360,127.440524193548,110.899617677137,163,2976,30.6,31,6122.9,21615.1,28550.3,21053.0064516129,6426.10561843566,7872.95
"325","apaebmet",2008,1,2976,-4.9,10.95,22.7,10.9190188172043,5.82695052739608,8.3,2340,23,80,100,73.9179487179487,21.9083973287862,35,2976,1009,1021,1041,1022.02016129032,7.05723992808436,7,2976,0,2.8,10.2,3.03864247311828,1.70893609004628,2.4,322,NA,NA,NA,NA,NA,NA,2976,0,95,360,141.990927419355,125.869361053889,211.25,2976,103.8,31,3377.9,24412.7,32229.2,21614.8870967742,8163.43650859293,10443.9
"326","apaebmet",2008,2,2784,-1.5,14.9,25.6,13.9390804597701,5.49185880480041,8.4,2188,13,80,100,75.4972577696526,20.4849190465381,30,2784,1005,1019,1032,1018.85596264368,5.38950821369859,8,2784,0,2.5,9.7,2.86099137931034,1.65830520827067,2.3,2784,0,3.8,17.4,4.34533045977012,2.54427974696608,3.5,2784,0,162,360,168.002514367816,111.658060396261,204,2784,69,29,5950.9,32423.4,41118.4,30453.1172413793,8656.60051038962,9121.7
"327","apaebmet",2008,3,2976,1.7,16.3,25.8,15.4960685483871,4.73978633004265,7.1,2609,13,81,100,75.5438865465696,20.8858938455948,31,2976,1002,1019,1031,1018.78494623656,5.61990357258697,8,2976,0,3.2,11.5,3.44122983870968,1.98090133960287,3,2976,0,4.9,17.2,5.21730510752688,3.03998555873186,4.7,2976,0,136,360,150.707997311828,109.008048811863,169.25,2976,90.6,31,4846.1,42306,49340.3,37562.3677419355,12414.9663542137,11233.9
"328","apaebmet",2008,4,2880,5.4,20.1,29.8,19.5634375,4.44440943864719,5.3,2536,22,82,100,75.836356466877,20.4603728984949,26,2880,1010,1017,1026,1016.92847222222,3.10582514015885,5,2880,0,3,8.9,3.05805555555556,1.6646805115894,2.7,2880,0,4.6,15.9,4.66895833333333,2.52267279670784,4.1,2880,0,175,360,178.225694444444,107.70784861152,183.25,2880,67,30,9005.2,49107.75,54844.2,44137.8366666667,12281.760876881,9962.85
"329","apaebmet",2008,5,2976,12.8,23.7,31.8,23.3862567204301,3.3394604253873,4.4,2860,23,83,100,79.8248251748252,15.5108108324537,22,2226,1006,1014,1020,1013.79290206649,3.38692315724779,6,2976,0,3.2,9.8,3.39038978494624,1.77634930585738,2.9,2976,0,5,17.8,5.0721438172043,2.58828652463273,4.1,2976,0,216,360,203.877352150538,89.579878881074,122,2976,112.7,31,22654.3,48961.5,56393,44850.935483871,10495.3032134553,19103.15
"330","apaebmet",2008,6,2874,20,26.3,32.4,26.5280793319415,2.77137322841032,4.9,2817,33,83,100,80.9144479943202,13.6943655203589,22,2874,1009,1017,1025,1016.97564370216,2.98728568440207,4,2874,0,2.1,8.5,2.46555323590814,1.43885587190053,2.1,2874,0,3.3,13.5,3.73549060542797,2.05977840364828,3.3,2874,0,221,360,204.39074460682,101.94099252397,121,2874,167.1,30,18031.1,44316,59976.2,43487.37,11903.2203752381,15544.6
"331","apaebmet",2008,7,2976,21.3,26.8,32.7,26.9197244623656,2.59939050219028,4.225,2966,44,84,100,82.4146999325691,11.796645693009,21,2976,1010,1017,1022,1016.86559139785,2.42259924021751,4,2976,0,2,6.7,2.37130376344086,1.41955482918939,2,2976,0,3.2,11.4,3.60467069892473,2.0062913716594,3,2976,0,223,360,206.901545698925,103.047614274635,136,2976,101.4,31,25927.6,43259.3,59192.7,41513.5129032258,10205.1251000577,20157.85
"332","apaebmet",2008,8,2976,20.9,26.3,33.2,26.6461693548387,2.50075862981348,3.9,2952,32,88,100,84.1016260162602,13.4518672317783,17,2976,999,1013,1020,1012.77553763441,3.10413436098055,3,2976,0,2.8,12.9,3.15087365591398,2.06822440214916,2.8,2976,0,4.3,22,4.81263440860215,3.09810812133923,4.1,2976,0,223,360,202.358198924731,104.895001779404,160,2976,288,31,6740.9,39526.4,57083.3,36309.335483871,13552.2829595496,16883.45
"333","apaebmet",2008,9,2877,13.6,26.4,32.2,25.7507473062218,3.51567377084906,4.7,2870,23,79.5,100,76.9773519163763,14.9154177132596,18,2877,1008,1016,1021,1015.49739311783,2.59112307559891,3,2877,0,3.1,9.9,3.43767813694821,1.96467727038249,2.7,2877,0,4.7,14.4,5.08839068474105,2.81895729897279,3.9,2877,0,104,360,135.422662495655,105.465301300025,170,2877,3.9,30,30394.7,42476.7,50696,41732.15,5043.83379554372,5610.2
"334","apaebmet",2008,10,773,13.6,23.6,29,22.8808538163001,3.52472698323187,4.7,773,29,79,100,73.3221216041397,18.1102979221699,26,2976,1009,1020,1033,1019.59375,4.7655572301973,5,2976,0,3,10.5,3.29707661290323,1.71142130391866,2.2,2976,0.1,4.6,15.1,4.94065860215054,2.53002542978151,3.5,2976,0,89,360,140.32123655914,124.504872028933,241,2975,165.1,31,7964.9,37261.6,44324.7,34444.7225806452,8470.38349410107,5528.45
"335","apaebmet",2008,11,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2880,998,1020,1035,1019.85659722222,6.57052938710475,8,2880,0,2.7,10.4,2.85,1.5098357623188,1.9,2880,0,4.1,17.7,4.30180555555556,2.29962699990626,3.1,2880,0,112.5,360,152.045833333333,123.465843461109,238.25,2880,108.4,30,4372.2,30148.6,35266.5,27330.6533333333,7319.7101477724,9360.475
"336","apaebmet",2008,12,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2976,1003,1023,1031,1022.32560483871,4.83862223988044,5,2976,0,2.7,11.6,2.91774193548387,1.70698251883222,2.4,2976,0,4,16.8,4.37829301075269,2.60140348212362,3.7,2976,0,129,360,150.016129032258,111.791849232817,182.25,2976,58.6,31,7322.9,23065.2,28852.7,22050.7096774194,6205.19891232907,7908.75
"337","apaebmet",2009,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,2726,1002,1021,1037,1020.80667644901,6.09674656775424,6,2726,0,2.6,9.8,2.80179750550257,1.59157889320412,2.1,2726,0,4,16,4.21698459280998,2.44966379369657,3.2,2726,0,177,360,169.800073367572,108.141976064573,187,2726,59.4,29,376.7,23138.3,31932.9,22109.4482758621,8006.83289730986,11930.9
"338","apaebmet",2009,2,1493,1.3,14.2,22.2,13.3293369055593,4.8679668482452,7.3,1488,20,77,100,72.502688172043,22.4540177116921,38,1493,1008,1022,1031,1020.65304755526,5.06024553505883,8,1493,0,3,7.9,3.08928332217013,1.58824192794595,2.2,1493,0,4.6,13.1,4.6430676490288,2.31199528948718,3.4,1493,0,137,360,154.114534494307,114.787037381428,175,1493,90.4,16,5590.1,35164.25,41381.9,31653.31875,11137.3158594112,11329.025
"339","apaebmet",2009,3,2976,0.1,17.5,25.1,16.2966733870968,5.15961880770771,6.6,2873,20,83,100,79.0762269404803,17.4423473963512,24,2976,1003,1021,1031,1020.01142473118,5.42244360429204,5,2976,0,3,11.9,3.25325940860215,1.85198765661318,2.4,2976,0,4.5,16.9,4.82617607526882,2.72565717208591,3.6,2976,0,158.5,360,161.081653225806,100.808394938981,143,2976,139.4,31,5994,42130.9,52324.9,38371.4741935484,11732.4557784512,6909.74999999999
"340","apaebmet",2009,4,2880,4.8,20.3,27.6,19.4696180555556,3.88617090106296,4.4,2880,27,79,100,76.5611111111111,16.7392735941568,25,2880,999,1018,1028,1017.76909722222,5.68207878602481,9,2880,0,3.8,10.4,3.74833333333333,1.78765322809293,2.75,2880,0,5.7,19.5,5.56097222222222,2.65188911920969,4,2880,0,185,360,189.236458333333,91.7673674555605,136,2880,184.5,30,4633.5,52264.7,58182.5,46214.3066666667,13735.5775657015,9789.47500000001
"341","apaebmet",2009,5,2976,12.8,23.6,31.7,23.7218077956989,3.02743281845725,3.525,2976,34,84,99,81.5084005376344,12.4158991319995,17,2976,1010,1016,1023,1015.84072580645,2.91126493817633,5,2976,0,3.6,10.6,3.69415322580645,1.80457851557279,2.5,2976,0.2,5.3,15.2,5.42943548387097,2.61394974340486,3.4,2976,0,185,360,173.093077956989,91.703492263085,135,2976,94.4,31,19751.6,49558.6,59928.7,44935.6580645161,11832.5469344734,13100.85
"342","apaebmet",2009,6,2880,19,26.7,37,27.1170833333333,3.57289006517881,5.5,2880,32,83,99,78.9260416666667,14.3978024894369,23.25,2880,1005,1013,1019,1012.90520833333,2.86933953542845,4,2880,0,2.6,9.8,2.82350694444444,1.63134230875364,2.4,2880,0,4.1,18.5,4.32725694444444,2.33021519576695,3.7,2880,0,264,360,247.448263888889,79.0133766035364,79,2880,95.7,30,22745.6,52212.05,60300.3,48279.9666666667,10733.6269733482,8058.15
"343","apaebmet",2009,7,2976,19.3,26.6,33.8,26.7608870967742,2.71088482922691,4,2976,31,83,97,80.0628360215054,12.1602085572559,18,2976,1009,1017,1023,1016.63306451613,2.62549276377654,3,2976,0,2.4,8.4,2.68632392473118,1.53927772910102,2.2,2976,0,3.7,16.9,4.03192204301075,2.21562574623199,3.4,2976,0,240.5,360,217.595094086022,90.1351386695707,71,2916,29.6,31,13234.4,45065.5,59572.9,42899.1129032258,14225.6685790333,14292.2
"344","apaebmet",2009,8,2976,19,26,33.2,26.3971774193548,2.69205967758359,3.825,2976,42,85,96,80.6801075268817,12.3058975048632,19,2976,1011,1017,1023,1017.16364247312,2.33405955117561,3,2975,0,1.9,11.8,2.26194957983193,1.52066605460981,1.7,2975,0,3,21.3,3.50141176470588,2.23233663596776,2.7,2975,0,162,360,170.621176470588,115.417784527193,224.5,336,NA,31,7573.2,42639.4,56987.9,38377.5225806452,14963.1418477696,17380.6
"345","apaebmet",2009,9,2879,14.9,25.5,31.3,25.6892671066342,2.65363756750589,3.9,2879,24,85,97,81.3633205974297,12.8812662838492,19,2880,1010,1016,1019,1015.58680555556,1.93416286057021,3,2880,0,2.2,9.1,2.49934027777778,1.36314930024987,1.9,2880,0,3.4,14,3.78875,2.01500066581213,3.1,2880,0,100,360,130.110069444444,105.221234549233,116.25,2878,446,30,5247.7,40256.15,52771.9,37235.8466666667,12307.9901540235,10855
"346","apaebmet",2009,10,2976,5.9,23.9,32.4,22.3231182795699,5.54006308438328,6.725,2918,28,88,100,83.4002741603838,14.9193291804723,19,2976,1006,1016,1026,1016.24831989247,3.75857525301708,4,2976,0,2.6,8,2.75833333333333,1.46900679112826,2.2,2976,0,3.9,12.9,4.20134408602151,2.24317561690736,3.4,2976,0,163,360,165.141129032258,112.536734209277,203,2976,54.3,31,11281.3,35649.8,45170.2,31817.7516129032,9359.01034219149,15678.25
"347","apaebmet",2009,11,2880,5.3,15.7,24.8,15.9466666666667,4.22806038464284,6.7,2702,32,84,100,78.8874907475944,16.9076350172362,24,2880,1006,1018,1027,1017.9,4.05909798907228,4,2880,0,2.5,11,2.94916666666667,1.90289974514775,1.9,2880,0,3.9,16.9,4.47631944444444,2.77369203119004,3,2880,0,84,360,151.398611111111,135.694992852549,284,2880,96.3,30,4012.2,25073.1,34354.4,23208.16,8142.47559926044,11520.475
"348","apaebmet",2009,12,2902,1.4,11.9,22,11.8217780840799,4.66272536174548,7.8,2657,39,84,100,81.9175762137749,12.2029917634353,8,2976,998,1020,1029,1019.0188172043,5.93887481170428,7,2976,0,3,9.3,3.11596102150538,1.62461029343624,2.3,2976,0,4.6,14.5,4.77600806451613,2.43150795109485,3.3,2976,0,100,360,148.29502688172,122.804443801015,239.25,2976,191.4,31,2491.4,14351.2,27855.4,14107.0677419355,6869.67319661264,9383.45
"349","apaebmet",2010,1,2976,-4.5,9.5,23.9,8.75766129032258,6.33722377310816,10.8,2812,17,77,100,73.25,20.6778688899154,32.25,2976,1003,1022,1034,1020.31989247312,6.91113976822905,9,2976,0,3,10.7,3.3286626344086,1.87381829000608,2.6,2976,0,4.7,15.3,5.08521505376344,2.81920719902728,4.3,2976,0,230,360,200.971438172043,127.341339175224,250.25,2976,155.5,31,2116.8,25776.1,31639.5,22411.5935483871,8235.37547097623,13774.85
"350","apaebmet",2010,2,2688,-0.9,9.2,19.3,8.93671875,4.68130226981103,7.2,2649,24,82,100,76.0385050962627,16.4558834426846,11,2688,1003,1018,1025,1016.68191964286,4.54834025415872,6,2688,0,2.7,12.1,2.97172619047619,1.66107735053177,2.1,2688,0,4.3,16.4,4.66160714285714,2.608812315211,3.6,2688,0,260,360,206.913318452381,128.735085713687,254,2688,148.6,28,3947.6,30810.05,40888.3,27445.9928571429,11428.5987637877,19766.5
"351","apaebmet",2010,3,2976,1.9,13.8,22.6,13.423622311828,4.11420696388422,5.8,2926,23,80,100,70.4542036910458,20.7017020093427,36,2974,1000,1016,1026,1014.7491593813,5.46618731844732,7,2976,0,2.8,10,3.13682795698925,1.85569517707602,2.7,2976,0,4.4,17.2,4.88632392473118,2.93249504480581,4.3,2976,0,263,360,224.065524193548,104.029197942042,172,2976,149.7,31,12057.7,38049.3,46412.4,32845.5290322581,11399.303707952,18089.05
"352","apaebmet",2010,4,2760,8.4,20.5,27,19.6846014492754,3.65345296668414,5.5,2756,22,60,100,63.121915820029,20.1479377632182,31,2760,1002,1016,1028,1016.11920289855,5.56798511369288,8,2760,0,3.2,9.8,3.41666666666667,1.98958627507599,3,2760,0,4.6,14.8,4.93960144927536,2.84241559394412,4.4,2760,0,159,360,162.045289855072,101.185555363742,148.25,2760,20.8,30,128.4,44425.6,52915,40114.4666666667,12333.1523177987,14113.5
"353","apaebmet",2010,5,2976,15.6,24,32.3,24.4878696236559,2.91029537866237,4,2976,31,84.5,100,82.8756720430108,13.0550225198421,20.25,2976,1007,1015,1025,1015.25907258065,3.7962057590197,5,2976,0,2.7,8.5,3.02029569892473,1.75847853830395,2.6,2976,0,4.2,11.8,4.49422043010753,2.46849190795302,3.8,2976,0,173,360,171.337701612903,96.8529919710323,137,2976,65.5,31,15671.1,41690.2,51946.1,38887.9741935484,9925.7465380349,14218.35
"354","apaebmet",2010,6,2880,21,27.4,34,27.44875,2.80685259686379,4.5,2880,40,81,99,80.6100694444444,11.7175439575324,20,2880,1010,1016,1021,1015.60451388889,2.26382068602007,3,2880,0,2,8.1,2.34885416666667,1.40472781554255,1.9,2880,0,3.2,14.8,3.61159722222222,2.02250559517667,3,2880,0,189,360,174.895138888889,108.20170198564,187,2880,73.1,30,22098.8,47905.1,59202.5,46340.5033333333,10884.1792615509,12274.925
"355","apaebmet",2010,7,2976,21.9,27.8,35.1,27.7520161290323,2.76731875227892,4.4,2976,42,84,99,82.690188172043,11.5108768948742,19,2976,1008,1016,1021,1016.13709677419,2.32415626806002,3,2976,0,2.5,9.6,2.81360887096774,1.51300900492478,2.2,2976,0,3.9,14.9,4.3309811827957,2.23790895309324,3.3,2976,0,173,360,176.302083333333,103.038769609876,175.25,2972,167,31,12108.6,47705.3,58517.3,44095.0677419355,11608.0858957133,12883.65
"356","apaebmet",2010,8,2973,21.6,27.7,33.1,27.773965691221,2.26310041032076,3.3,2973,52,83,99,82.9162462159435,9.34046727088186,14,2976,1007,1013,1021,1013.38575268817,2.62343388505151,3,2976,0,2.5,8.5,2.72809139784946,1.57198708048872,2.2,2976,0,3.9,12.7,4.21575940860215,2.29415559125493,3.5,2976,0,202.5,360,176.168010752688,101.308916037933,174,2975,199.1,31,18094.6,36664.7,54940.5,34644.8290322581,10744.0435091944,17519.75
"357","apaebmet",2010,9,2880,16.6,26.5,32,26.2613541666667,2.99448194142434,4.3,2880,37,80,97,78.3819444444444,12.6040216585747,21,2880,1000,1015,1021,1013.88194444444,4.18294147029432,4,2880,0,2.3,8,2.51541666666667,1.36198518607938,2,2880,0,3.5,12.5,3.84979166666667,2.02687568309807,3.1,2880,0,116,360,146.862847222222,111.424844377957,192,2880,67.1,30,5985.8,42051.05,49406.1,39539.8966666667,8812.75359658526,9484.925
"358","apaebmet",2010,10,2976,9.9,21.1,29.4,20.9278561827957,4.46671953855583,7.5,2976,23,76,99,73.2274865591398,19.3063318876943,30,2976,1007,1016,1022,1016.22278225806,3.10679901538292,5,2976,0,2.5,8.6,2.50161290322581,1.27730970666647,1.9,2976,0,3.7,11.5,3.8184811827957,1.97610290744745,3.1,2976,0,172,360,161.137768817204,128.589746333495,267.25,2976,28,31,16979.3,36625.1,41908.4,35230.0129032258,5590.21296146172,4384.2
"359","apaebmet",2010,11,2880,2.5,16.8,25.5,16.1142708333333,5.25261354978846,8.2,2880,27,85,100,79.66875,17.7696658323386,25,2880,1002,1019,1029,1018.38333333333,5.11984879509275,6,2880,0,2.4,8.5,2.74159722222222,1.49383317880265,2.1,2880,0,3.6,12.5,4.09538194444444,2.27668831504661,3.4,2880,0,94,360,131.786458333333,115.887555650566,176,2880,91.7,30,8200,28092.8,32113.7,25812.28,7196.18122878498,3616.84999999999
"360","apaebmet",2010,12,2974,-3.7,7.6,22.2,8.03742434431742,5.82088127516229,10.1,2936,16,76,100,72.6624659400545,20.422308873957,33,2974,1005,1020,1028,1019.04808338937,4.28995039928138,6,2974,0,2.6,8.3,2.81987222595831,1.57233220863705,2.2,2974,0,4,16.8,4.44425016812374,2.69263403786112,4,2974,0,191.5,360,186.243106926698,135.010364782183,292,2974,69.7,31,5338.3,24189.7,27793.3,20896.2193548387,6860.09004763151,9222.65
"361","apaebmet",2011,1,2976,-4.3,10.1,20.7,9.2307123655914,5.17227427148092,7.9,2915,25,85,100,79.1272727272727,19.7590477074898,26,2976,1004,1018,1034,1017.81451612903,6.11298694414077,8,2976,0,2.3,10,2.66488575268817,1.55419957633427,2,2976,0,3.6,14.8,4.12422715053763,2.38721406646777,3.4,2976,0,152.5,360,169.89247311828,126.000383608057,256,2976,160.8,31,3014.3,22328.4,29677,19521.5322580645,8083.52459044061,13621.85
"362","apaebmet",2011,2,2688,-0.1,13.7,26.1,13.2490699404762,5.44562927327338,8.7,2650,27,91,100,83.7283018867925,17.8308225356659,25,2688,1011,1019,1030,1019.5505952381,4.17638277378573,7,2688,0,2.5,8.6,2.67667410714286,1.48464507411669,2.1,2688,0,3.9,15,4.15412946428571,2.25867340902663,3.225,2688,0,175,360,172.178199404762,113.824602175764,207.25,2688,71.9,28,6000.3,29608.3,35725,25283.4321428571,9787.44102681457,15541.575
"363","apaebmet",2011,3,2976,4.6,18.05,28,17.4842405913978,4.33083495292666,5.4,2976,21,86,100,81.5903897849462,17.0132295053278,24,2976,1003,1020,1027,1018.37634408602,5.39998427086585,9,2976,0,3.1,8.9,3.22103494623656,1.7555044966533,2.7,2976,0,4.8,15.4,4.8786626344086,2.63083174228802,4.1,2976,0,182,360,176.754704301075,102.858958559833,161,2976,141.6,31,2441.5,36030.1,42394.3,33536.0677419355,9493.96277892385,8629.8
"364","apaebmet",2011,4,2880,7.1,21.7,27.7,20.8014236111111,4.25259923636005,5.9,2880,26,84,100,80.0829861111111,17.5299591353505,23,2880,1008,1017,1023,1016.12326388889,3.06937507114255,4,2880,0,2.7,9.7,2.99944444444444,1.7603817111796,2.6,2880,0,4.2,20.8,4.53298611111111,2.64193782486579,4,2880,0,176,360,179.701388888889,101.055016834327,115,2880,16.7,30,20321.9,42479.35,49662.8,41041.92,5983.81465566735,6178.55
"365","apaebmet",2011,5,2976,10.6,23.2,31.3,22.8071908602151,4.35131530836411,6.1,2976,13,76,100,75.8840725806452,17.4974188256375,25,2976,1004,1015,1023,1014.75268817204,3.92603798808762,4,2976,0,2.8,8.2,2.94966397849462,1.66157156184102,2.6,2976,0,4.3,16.3,4.4292002688172,2.4832895299636,4,2976,0,216,360,199.150201612903,105.507955588175,152,2976,8.4,31,34729,50334.7,56198.1,49188.5580645161,5455.95712151859,4685
